student_id,first_name,last_name,gender,date_of_birth,enrollment_year,grade_level,course_id,course_name,department,credits,instructor_id
63,Philipa,Henric,M,6/1/1992,2016,9,51,Programmer Analyst IV,Physical Education,5,40
251,Erek,Tredwell,M,8/26/2001,2021,12,88,Chief Design Engineer,Physical Education,3,13
593,Ben,Vasenkov,M,2/6/2000,2017,9,74,Software Engineer III,Science,5,43
517,Starr,Moorfield,F,1/19/1995,2023,10,49,Nuclear Power Engineer,Science,5,48
574,Artemus,MacNucator,M,10/28/1992,2023,9,63,Electrical Engineer,Physical Education,3,37
962,Otha,Gwatkins,F,6/24/2001,2021,10,16,Senior Developer,History,3,21
841,Sonnie,Schimann,M,2/24/1993,2020,9,69,Editor,Math,5,28
433,Sofia,Gallier,F,12/3/2002,2015,11,33,Database Administrator III,English,4,26
905,Dori,Barkas,M,5/20/1995,2015,9,59,Safety Technician II,Math,4,31
917,Alexandro,Aizikovitch,F,4/20/2004,2022,12,54,Help Desk Operator,Math,5,45
886,Janos,Flipsen,F,12/6/2005,2021,12,57,Food Chemist,Computer Science,3,45
48,Paulie,Shillinglaw,M,11/4/1995,2023,12,30,Nurse,Computer Science,5,22
443,Feodora,Sinson,M,6/19/1995,2015,12,14,Staff Accountant I,English,5,32
465,Loralyn,Woollcott,M,7/11/2003,2020,11,11,Help Desk Technician,English,4,20
999,Garfield,Cawthron,F,6/14/1998,2015,11,89,Pharmacist,English,5,28
590,Pierre,Burchett,M,11/23/2001,2019,12,20,Associate Professor,English,5,39
564,Chrystal,Gartan,M,8/5/1997,2018,11,68,Human Resources Assistant III,History,3,25
357,Rene,Aiskovitch,F,11/9/2002,2017,11,63,Civil Engineer,Physical Education,3,26
425,Liesa,Hassekl,M,3/9/2003,2016,10,27,Account Executive,Physical Education,5,39
588,Lou,Macenzy,M,3/30/2000,2015,12,67,Help Desk Operator,History,5,40
656,Karly,Castagna,M,11/17/1998,2022,10,80,Senior Cost Accountant,Science,3,15
296,Moreen,Fearfull,M,8/20/2005,2022,12,53,Junior Executive,English,5,24
2,Steffi,Mountfort,M,3/31/1997,2015,11,58,Engineer III,Physical Education,4,36
361,Osbourne,Tamblyn,F,7/7/1990,2021,11,9,Marketing Assistant,Math,5,10
32,Raimund,Bullivent,M,9/27/1994,2021,11,77,Chemical Engineer,Computer Science,3,33
479,Cointon,Sey,M,4/10/1991,2020,10,45,Nurse,Computer Science,5,8
722,Julie,Lowle,F,3/20/1992,2017,10,32,Marketing Manager,Science,3,6
128,Morgen,Skullet,M,10/29/2000,2018,12,25,Marketing Assistant,English,4,22
310,Danielle,Bruce,F,5/31/1997,2019,11,65,Analyst Programmer,Physical Education,3,3
872,Elenore,Scholfield,M,9/16/1999,2019,9,67,Financial Analyst,History,5,4
830,Kaycee,Bruton,F,2/1/1991,2018,10,33,Mechanical Systems Engineer,Science,3,28
193,Rebbecca,Mannering,F,12/7/1998,2015,11,62,Director of Sales,Science,5,38
410,Trudi,Mansfield,F,6/25/1995,2021,10,41,Accountant I,Math,4,11
438,Ezra,Kilday,M,12/30/1993,2016,12,88,Chief Design Engineer,Math,3,49
24,Bogey,McCarter,M,2/16/1992,2020,10,66,Geologist III,Science,4,18
744,Tiff,Culy,M,6/28/1990,2020,10,16,Social Worker,Math,4,2
863,Nickolai,Kohter,M,9/22/1993,2017,10,46,VP Marketing,English,3,19
38,Meredeth,Androli,F,4/4/1994,2021,9,5,Teacher,Science,4,11
659,Corette,Zima,M,5/24/1994,2016,11,82,Cost Accountant,Science,3,30
673,Kattie,Walcher,M,10/7/1992,2018,12,20,Chemical Engineer,Physical Education,5,6
634,Becky,Hordle,F,5/19/1997,2022,10,10,Automation Specialist II,History,5,7
320,Margarete,Wimes,M,11/2/1991,2017,12,95,Accounting Assistant III,Computer Science,4,47
274,Ewan,Yerlett,F,6/20/1995,2018,10,14,Senior Editor,Science,4,17
892,Hildagard,Gallihaulk,F,12/26/1992,2023,10,80,Dental Hygienist,English,3,10
792,Hilly,Grantham,F,4/7/1993,2018,12,55,VP Accounting,Science,4,32
693,Bryna,Gocher,M,4/20/1997,2016,11,99,Design Engineer,Computer Science,3,17
509,Lauraine,Wilbraham,F,11/15/2002,2020,10,30,Assistant Professor,Science,5,36
621,Harriett,Mauditt,M,12/21/1993,2016,12,65,VP Accounting,History,4,5
732,Levy,MacKeague,M,5/9/1991,2023,11,91,Information Systems Manager,Math,5,44
552,Jorgan,Essame,F,4/3/1993,2020,10,59,Social Worker,English,3,49
215,Wylie,Sever,M,10/3/2000,2015,11,97,Chief Design Engineer,Math,4,3
558,Gaultiero,Pembry,F,1/17/1999,2015,9,57,Programmer Analyst II,Math,3,16
801,Maison,MacAllaster,M,8/24/1991,2018,12,7,Media Manager IV,English,3,23
476,Randy,Gillani,F,12/1/1995,2015,12,28,Office Assistant I,History,5,13
947,Rayna,Losty,F,3/28/2004,2015,11,30,Programmer I,Computer Science,5,16
294,Victor,Mannakee,M,8/14/2004,2015,11,97,Food Chemist,History,3,50
695,Marji,Brosini,F,8/17/1990,2023,11,86,Human Resources Assistant III,English,4,9
160,Pammi,Sorrie,M,11/4/1998,2015,9,33,Editor,Physical Education,4,16
423,Sadye,Lockey,M,1/25/1998,2022,9,98,Programmer IV,Physical Education,4,1
209,Sharleen,Weighell,M,3/14/2000,2021,12,86,Financial Advisor,Math,4,9
607,Dodi,Tampen,F,5/25/1995,2023,10,2,Staff Scientist,Computer Science,3,26
211,Isahella,Burhill,F,11/3/1990,2020,9,73,Tax Accountant,Math,5,24
395,Kit,O'Kelly,F,9/7/1990,2021,10,40,Sales Associate,Computer Science,4,21
793,Birk,Farington,F,1/14/1998,2020,12,75,Senior Financial Analyst,English,5,20
541,Fletcher,Standfield,M,6/25/1991,2015,11,34,Help Desk Operator,English,4,4
289,Katrine,O'Docherty,F,1/3/2004,2022,11,43,Safety Technician I,Science,5,20
636,Nicholas,Martijn,M,12/1/2002,2020,12,49,Assistant Media Planner,Math,3,34
699,Durante,Heardman,M,1/23/2002,2017,11,59,Research Nurse,Science,4,40
323,Isidoro,Stittle,F,10/21/1992,2021,9,61,Legal Assistant,Science,4,11
832,Phyllida,Vigne,M,6/6/1993,2021,9,17,Senior Quality Engineer,Science,5,31
91,Arabele,Cathie,F,1/21/2003,2016,11,90,Operator,Science,4,27
116,Verene,Birtle,F,4/15/1996,2022,11,42,Electrical Engineer,Math,5,37
855,Lancelot,Whitewood,M,11/15/1997,2022,12,32,Senior Quality Engineer,English,3,43
918,Maure,Dahlen,F,2/21/1996,2018,11,34,Sales Associate,Math,3,50
389,Cort,Danilin,F,11/29/2000,2018,10,96,GIS Technical Architect,History,5,47
153,Kiley,Shaddock,M,8/23/1992,2021,9,86,Computer Systems Analyst II,English,3,25
10,Stu,Tidbald,M,3/16/1993,2021,10,40,GIS Technical Architect,Math,3,35
684,Candis,Antonin,F,4/2/1996,2016,10,2,Human Resources Manager,Computer Science,4,50
150,Arlen,Hencke,F,4/21/1991,2015,12,58,Tax Accountant,History,4,22
397,Merridie,Rubens,M,2/1/1995,2022,11,24,Product Engineer,English,3,43
135,Mellisa,Birtwistle,F,12/21/2004,2020,12,42,Mechanical Systems Engineer,History,3,37
920,Pennie,Benck,M,6/13/1996,2015,9,81,Graphic Designer,English,4,28
231,Jerome,Sergent,F,1/29/1998,2022,11,49,Software Engineer III,Science,4,10
45,Francyne,Slopier,M,11/18/1992,2020,11,12,Marketing Manager,History,3,44
37,Merrie,Blagden,F,4/6/1998,2019,9,47,Assistant Professor,English,5,36
582,Lemar,Itchingham,F,9/5/2003,2016,9,61,Senior Cost Accountant,History,4,29
425,Salomo,Curdell,F,9/27/1996,2016,9,95,Chemical Engineer,English,4,21
760,Orelia,Flett,M,5/31/1995,2021,12,55,Design Engineer,English,4,35
72,Gerek,Antonellini,F,10/16/2000,2016,11,46,Accountant II,History,5,22
471,Henrik,De Freitas,M,10/29/2003,2019,12,48,Environmental Tech,History,5,10
531,Maia,Alfonsetto,F,6/25/2001,2016,10,22,Mechanical Systems Engineer,Computer Science,4,16
981,Pia,Lightowlers,F,2/1/1997,2018,9,20,Nurse,History,4,43
432,Anitra,Onraet,F,4/17/1994,2017,9,35,Registered Nurse,Physical Education,5,37
769,Redford,Kynastone,F,7/2/1991,2017,11,66,Assistant Manager,Science,5,47
962,Sandro,Yankin,M,8/8/2000,2022,11,57,Executive Secretary,Math,3,16
24,Philis,Ambrozik,M,11/12/1994,2018,9,81,Software Engineer I,Science,4,33
607,Rozalie,Wardhough,F,2/9/1997,2023,9,88,Business Systems Development Analyst,History,3,41
786,Bengt,Linnard,M,9/29/2001,2019,12,47,Safety Technician III,History,3,20
48,Stearne,Godding,M,10/20/2003,2017,9,59,Analog Circuit Design manager,History,3,5
305,Sloan,Aronoff,M,10/24/2000,2020,12,14,Registered Nurse,Science,3,9
789,Emmott,Callendar,M,6/24/2003,2015,10,90,Business Systems Development Analyst,English,3,43
944,Noak,Titt,F,2/3/1998,2019,12,60,Cost Accountant,English,5,12
515,Cory,Rawsthorne,F,6/24/1991,2022,10,44,Environmental Tech,Computer Science,5,36
44,Tomas,Bassill,M,10/17/1990,2016,11,68,Tax Accountant,History,4,15
756,Kimbell,Scutter,F,8/18/2005,2015,10,7,Dental Hygienist,Math,5,8
654,Chicky,Hugnot,M,4/8/1996,2019,10,60,Tax Accountant,Physical Education,3,18
883,Allen,Kerr,M,2/16/1999,2017,12,1,Senior Quality Engineer,History,4,50
586,Natalee,Miskelly,F,5/5/2005,2017,9,32,Quality Engineer,Physical Education,4,39
753,Angelique,MacGregor,M,7/21/1999,2017,11,69,Budget/Accounting Analyst IV,Math,5,13
624,Katy,Enoksson,M,4/10/1994,2022,11,96,Editor,History,4,46
586,Prue,Yurenin,M,5/19/2004,2015,12,94,Physical Therapy Assistant,Science,4,36
96,Merralee,Maymond,M,10/4/1996,2019,10,14,Civil Engineer,Science,4,22
39,Yancey,Wagge,M,8/23/2000,2022,12,7,Budget/Accounting Analyst I,Computer Science,3,20
221,Monika,Spraberry,M,11/2/1992,2023,12,37,Statistician I,Math,5,2
279,Gwenny,Sieghart,F,9/15/1999,2017,11,14,Web Designer III,Math,4,43
54,Brit,Cumberlidge,M,8/16/1992,2017,11,67,Health Coach IV,Physical Education,3,24
438,Cece,Bresson,F,7/25/1991,2017,11,82,Civil Engineer,Computer Science,4,30
631,Anton,Dawidsohn,M,6/13/1993,2023,9,26,Administrative Assistant III,English,3,14
517,Karole,Flook,F,12/31/2003,2020,9,49,Actuary,Physical Education,4,26
593,Walden,Lydford,M,4/12/1993,2023,9,13,Environmental Tech,Math,3,49
716,Ardene,Standell,F,12/31/1993,2015,10,40,Human Resources Assistant III,History,5,15
111,Jenni,Brugsma,M,6/23/1991,2018,12,20,Nurse,History,4,5
328,Andonis,Whatson,M,12/13/2002,2022,9,90,Sales Representative,Physical Education,5,5
671,Margette,Izod,F,7/7/1993,2016,12,48,Human Resources Assistant II,Physical Education,4,27
912,Madalyn,Durdle,F,11/26/2002,2022,12,37,Information Systems Manager,Science,5,15
580,Wandie,Rannald,M,7/27/2004,2015,11,94,Account Coordinator,Math,3,49
859,Jemima,Gallard,M,2/4/2003,2020,11,91,Research Associate,History,3,14
372,Wylma,Ruckman,M,9/12/2000,2021,11,25,Research Assistant I,Math,5,36
34,Pietrek,Searsby,M,7/4/1992,2018,9,64,Human Resources Assistant IV,History,4,50
557,Amerigo,Garrud,M,3/10/1991,2021,10,92,Engineer II,Math,4,38
592,Kettie,Newgrosh,F,9/29/1994,2016,11,40,Registered Nurse,Math,5,14
58,Jilli,Ouldcott,F,5/10/1994,2021,10,6,Geologist III,Physical Education,4,40
777,Sande,Apthorpe,M,7/20/2000,2020,12,94,Information Systems Manager,English,4,13
837,Vernor,Maneylaws,M,8/9/1994,2016,11,93,Software Test Engineer III,Math,3,6
67,Ken,Mitroshinov,M,10/29/1990,2019,9,32,Structural Analysis Engineer,Science,4,36
149,Fergus,Liccardi,M,1/5/1992,2022,12,7,Geologist IV,Physical Education,4,42
660,Tyrus,Clemmens,M,2/24/1991,2020,9,97,Research Assistant III,Computer Science,3,40
290,Matti,Holyard,M,9/8/1992,2023,11,65,Senior Quality Engineer,English,5,22
505,Damiano,Alcoran,F,3/14/1999,2021,11,92,Office Assistant I,History,3,19
839,Jeannine,Oylett,M,7/8/1990,2022,12,30,Nurse,Computer Science,3,8
656,Morry,Gommowe,F,10/4/1993,2016,12,77,VP Sales,Physical Education,4,26
208,Wallas,Hun,F,5/13/1993,2022,10,69,Business Systems Development Analyst,Computer Science,4,35
973,Consuelo,Seniour,F,8/11/1990,2020,9,41,Assistant Manager,History,5,20
393,Julius,Letford,F,10/2/2000,2020,11,55,VP Sales,History,5,37
732,Lee,Pesik,M,12/12/1996,2022,9,97,Senior Developer,Science,3,33
309,Gasparo,Alpes,F,5/1/2003,2015,9,60,Staff Accountant II,Science,3,25
65,Carmelina,Palser,F,2/27/2002,2015,11,79,Software Test Engineer I,Science,4,13
601,Harmon,Pottinger,M,10/17/1992,2020,10,60,Biostatistician IV,English,4,4
185,Neville,Frith,F,11/4/2001,2019,10,15,Safety Technician I,History,3,42
931,Hayden,Swayte,M,7/18/2001,2015,10,33,Legal Assistant,Math,3,43
266,Sofie,Everex,F,7/4/1996,2022,10,47,VP Marketing,History,4,31
752,Lenette,Jennions,F,8/9/1997,2015,11,88,Environmental Specialist,History,3,44
42,Emelda,Drane,M,12/23/1992,2015,11,93,Software Test Engineer III,English,5,17
476,Moyna,Maffi,M,11/24/1992,2022,11,20,Data Coordinator,Physical Education,3,37
314,Chauncey,Dawkins,M,1/15/2004,2019,11,52,Financial Advisor,Math,5,39
918,Ursulina,McCloud,F,2/18/2003,2020,11,79,Operator,Physical Education,4,46
922,Ethelind,Jesse,F,10/15/2000,2022,12,14,Automation Specialist I,History,5,33
826,Isis,Jira,F,7/19/1997,2016,11,99,Financial Analyst,History,4,28
290,Ephrayim,Klimko,M,10/11/1991,2017,10,93,Senior Editor,Math,4,7
969,Damon,Brisbane,F,1/27/1992,2016,10,19,Analog Circuit Design manager,English,4,38
925,Lenka,Kassidy,M,10/26/1998,2016,11,14,Budget/Accounting Analyst IV,Computer Science,5,46
229,Pearl,Sieb,M,8/4/1999,2016,11,32,Technical Writer,Physical Education,4,46
811,Dannel,Dudek,M,5/28/2001,2018,10,30,Sales Associate,Computer Science,4,35
674,Diane,Chrichton,F,3/24/1997,2021,10,78,VP Quality Control,Computer Science,3,39
103,Coletta,Swinburn,M,12/10/1995,2021,12,53,Geologist I,Computer Science,4,23
181,Cristi,Baccas,M,11/28/1992,2016,12,77,Product Engineer,English,4,49
18,Rochelle,Zarfati,M,2/6/2004,2021,10,57,Chief Design Engineer,Science,3,12
747,Shayne,Sweetnam,M,1/2/1995,2020,9,24,Business Systems Development Analyst,Science,4,16
270,Hurley,Coleson,F,3/31/2005,2015,10,54,Structural Engineer,Science,4,29
942,Annetta,Hessing,M,4/13/2004,2023,9,22,Financial Analyst,Science,5,4
582,Elva,Torfin,M,11/5/2001,2023,12,85,Food Chemist,Physical Education,4,38
357,Bibi,Mackleden,F,8/14/2000,2021,10,38,Physical Therapy Assistant,Physical Education,4,12
542,Buiron,Milberry,M,5/6/1998,2022,12,80,Assistant Manager,Math,4,35
913,Mara,Wolpert,F,2/24/1997,2021,10,54,Physical Therapy Assistant,Physical Education,3,23
513,Ania,Gosforth,F,12/1/2004,2017,12,60,Human Resources Manager,Computer Science,3,8
749,Edward,Dight,F,10/28/1993,2015,11,57,Payment Adjustment Coordinator,History,5,19
368,Tully,Mullard,M,9/7/1994,2023,9,91,Senior Sales Associate,Physical Education,4,35
809,Dasie,Newtown,F,9/5/2005,2016,10,67,Marketing Assistant,Math,3,9
470,Austine,Kleinplatz,F,3/10/2002,2016,12,91,Nuclear Power Engineer,Math,4,41
370,Alic,Godrich,F,6/15/1991,2018,10,92,Community Outreach Specialist,Computer Science,3,44
60,Sterling,Easeman,F,9/18/2004,2022,11,17,Environmental Tech,Physical Education,4,49
716,Oberon,Weins,M,7/7/1992,2019,12,83,Safety Technician III,Science,3,3
593,Katuscha,Stile,F,12/9/1995,2023,12,38,Research Associate,Computer Science,4,5
675,Julina,De Brett,F,1/16/2000,2021,9,59,Geological Engineer,Math,3,8
